,market_hash_name,avg_index_share,std_index_share,quantity
283,StatTrak™ AK-47 | Blue Laminate (Field-Tested),0.000755411314801248,2.6022779912835068e-05,415
284,StatTrak™ AK-47 | Blue Laminate (Minimal Wear),0.0006587731749031216,2.5209557814177683e-05,342
285,StatTrak™ AK-47 | Cartel (Field-Tested),0.00045943374553923324,1.9861705633394538e-05,231
286,StatTrak™ AK-47 | Elite Build (Factory New),0.0004948579432530044,2.2805303646723267e-05,240
287,StatTrak™ AK-47 | Frontside Misty (Field-Tested),0.00046381257177333286,1.696000407161357e-05,151
288,StatTrak™ AK-47 | Frontside Misty (Minimal Wear),0.0007271467484693119,3.298364695844084e-05,143
289,StatTrak™ AK-47 | Fuel Injector (Minimal Wear),0.005271553750136956,0.0001454232405597575,133
290,StatTrak™ AK-47 | Ice Coaled (Field-Tested),0.0010939815485687344,0.00023758245636498445,315
291,StatTrak™ AK-47 | Legion of Anubis (Factory New),0.001208564110119476,9.672561310642615e-05,164
292,StatTrak™ AK-47 | Legion of Anubis (Field-Tested),0.0003163118714558525,1.9206983315561224e-05,120
293,StatTrak™ AK-47 | Legion of Anubis (Minimal Wear),0.0005807104892427238,3.437944925195862e-05,145
294,StatTrak™ AK-47 | Neon Revolution (Field-Tested),0.00044251217607608367,1.9641009237941894e-05,126
295,StatTrak™ AK-47 | Nightwish (Battle-Scarred),0.0002988241478845978,4.691947800015816e-05,110
296,StatTrak™ AK-47 | Orbit Mk01 (Field-Tested),0.00029421600467902147,1.670436463093969e-05,114
297,StatTrak™ AK-47 | Phantom Disruptor (Factory New),0.0007530375355717199,4.202782472707869e-05,224
298,StatTrak™ AK-47 | Point Disarray (Field-Tested),0.00038933097617379817,2.4378445399509e-05,150
299,StatTrak™ AK-47 | Redline (Battle-Scarred),0.00030304283910624364,1.5011375309780974e-05,145
300,StatTrak™ AK-47 | Redline (Field-Tested),0.002261342914708954,8.869304149745775e-05,561
301,StatTrak™ AK-47 | Slate (Factory New),0.0008379520851546708,4.317526747317959e-05,220
302,StatTrak™ AK-47 | The Empress (Field-Tested),0.0013338955692350917,4.036043722337204e-05,202
303,StatTrak™ AK-47 | The Empress (Minimal Wear),0.0011997972064442535,4.181733505518809e-05,111
304,StatTrak™ AK-47 | The Empress (Well-Worn),0.0005681683689571924,2.5600346107094687e-05,110
305,StatTrak™ AUG | Stymphalian (Factory New),0.0001945698866714941,1.4747082177461204e-05,131
306,StatTrak™ AWP | Asiimov (Battle-Scarred),0.0017777686109209706,4.6917524298235684e-05,142
307,StatTrak™ AWP | Asiimov (Field-Tested),0.0030113557699029594,0.000140265184462804,117
308,StatTrak™ AWP | Atheris (Factory New),0.000682514488073268,4.429366948531196e-05,183
309,StatTrak™ AWP | Chromatic Aberration (Field-Tested),0.0005400776940483505,0.00010703812978765549,109
310,StatTrak™ AWP | Electric Hive (Minimal Wear),0.0008262833814582462,3.8593597561199695e-05,116
311,StatTrak™ AWP | Elite Build (Field-Tested),0.00033866620796562156,2.0142984426576586e-05,158
312,StatTrak™ AWP | Exoskeleton (Minimal Wear),0.00010687428580769212,6.772473651549499e-06,128
313,StatTrak™ AWP | Fever Dream (Factory New),0.0006830564622747486,3.585464616902632e-05,221
314,StatTrak™ AWP | Fever Dream (Minimal Wear),0.0004725750504784407,1.9245671201005728e-05,227
315,StatTrak™ AWP | Mortis (Factory New),0.0005666046721204761,3.0014289740491623e-05,354
316,StatTrak™ AWP | Neo-Noir (Factory New),0.0012618557034357286,6.19409622137121e-05,130
317,StatTrak™ AWP | Neo-Noir (Field-Tested),0.0007815861196996818,3.925650180598342e-05,145
318,StatTrak™ AWP | Neo-Noir (Minimal Wear),0.0010876406489744909,5.439113983825485e-05,150
319,StatTrak™ AWP | Redline (Field-Tested),0.0010551748316549722,3.4311760762827196e-05,158
320,StatTrak™ AWP | Wildfire (Field-Tested),0.001222611949340105,4.4746624579673186e-05,121
321,StatTrak™ Desert Eagle | Conspiracy (Factory New),0.0007461202702277367,3.10696735475239e-05,322
322,StatTrak™ Desert Eagle | Conspiracy (Minimal Wear),0.0004551523591947865,2.0829475821324622e-05,297
323,StatTrak™ Desert Eagle | Kumicho Dragon (Minimal Wear),0.00041717521240986275,1.6595203807694855e-05,105
324,StatTrak™ Desert Eagle | Mecha Industries (Factory New),0.00034191281042748395,1.2356756112544749e-05,158
325,StatTrak™ Desert Eagle | Ocean Drive (Field-Tested),0.0004509889485785737,2.73159944606602e-05,100
326,StatTrak™ Desert Eagle | Printstream (Field-Tested),0.001741747679028525,9.549328076179656e-05,190
327,StatTrak™ Desert Eagle | Printstream (Minimal Wear),0.001407469138750654,6.262956860932279e-05,104
328,StatTrak™ FAMAS | Pulse (Factory New),0.000224772760464187,1.0323359631704619e-05,171
329,StatTrak™ Five-SeveN | Case Hardened (Field-Tested),0.00014448104361479313,8.574980297270818e-06,116
330,StatTrak™ Glock-18 | Dragon Tattoo (Factory New),0.002031904927703464,0.00011691090911198772,126
331,StatTrak™ Glock-18 | Vogue (Factory New),0.000447384414310234,2.364991288089802e-05,189
332,StatTrak™ Glock-18 | Water Elemental (Factory New),0.00044599874681451097,1.6550570506565975e-05,113
333,StatTrak™ Glock-18 | Water Elemental (Field-Tested),0.0003180504133374124,1.613726903283816e-05,264
334,StatTrak™ M4A1-S | Atomic Alloy (Field-Tested),0.00042368432088241614,2.3767787701413636e-05,103
335,StatTrak™ M4A1-S | Basilisk (Minimal Wear),0.0003161317648948476,4.509093268096056e-05,186
336,StatTrak™ M4A1-S | Blood Tiger (Factory New),0.0003870387861839433,5.483140361602898e-05,266
337,StatTrak™ M4A1-S | Bright Water (Minimal Wear),0.0007794427878794067,7.542888856203872e-05,129
338,StatTrak™ M4A1-S | Chantico's Fire (Field-Tested),0.0005916240094460441,6.616797555729741e-05,117
339,StatTrak™ M4A1-S | Cyrex (Field-Tested),0.0004965777791801429,5.903296929775818e-05,128
340,StatTrak™ M4A1-S | Dark Water (Field-Tested),0.0013224701946530546,8.084139748113867e-05,136
341,StatTrak™ M4A1-S | Decimator (Field-Tested),0.00030830441692437477,4.2131720869245095e-05,135
342,StatTrak™ M4A1-S | Decimator (Minimal Wear),0.000629193397784915,8.359678899071341e-05,183
343,StatTrak™ M4A1-S | Guardian (Minimal Wear),0.0006382914637257955,7.926639642562088e-05,101
344,StatTrak™ M4A1-S | Leaded Glass (Factory New),0.0003276824176262154,2.8594160273609296e-05,114
345,StatTrak™ M4A1-S | Mecha Industries (Field-Tested),0.0007106363188281646,8.290017373668405e-05,144
346,StatTrak™ M4A1-S | Nightmare (Field-Tested),0.0003425157114292393,4.982973040123352e-05,142
347,StatTrak™ M4A4 | Buzz Kill (Field-Tested),0.0006333789858922713,0.00011718805419816878,308
348,StatTrak™ M4A4 | Evil Daimyo (Factory New),0.00028729939598347857,5.763831776500686e-05,196
349,StatTrak™ M4A4 | In Living Color (Field-Tested),0.0002816499821520885,4.095688605066094e-05,193
350,StatTrak™ M4A4 | Neo-Noir (Factory New),0.0015560522414965457,0.00012987993806046533,146
351,StatTrak™ M4A4 | Neo-Noir (Minimal Wear),0.0007886724616499768,9.62597859400262e-05,227
352,StatTrak™ M4A4 | Tooth Fairy (Factory New),0.00029297335286886637,2.0791362583822807e-05,121
353,StatTrak™ M4A4 | 龍王 (Dragon King) (Factory New),0.0008088262090459729,9.845130817492107e-05,143
354,StatTrak™ M4A4 | 龍王 (Dragon King) (Field-Tested),0.00031967329012337045,4.057111304855634e-05,219
355,StatTrak™ MP7 | Bloodsport (Factory New),0.00013400502684001968,6.49127419229042e-06,102
356,StatTrak™ MP9 | Rose Iron (Factory New),0.00019795099690758306,1.0719275666727062e-05,149
357,"StatTrak™ Music Kit | Blitz Kids, The Good Youth",0.00035149274395190563,2.483832124589157e-05,152
358,StatTrak™ Nova | Graphite (Factory New),0.00017474539101160032,1.8486928075925923e-05,102
359,StatTrak™ P250 | Muertos (Factory New),0.00031848571416827256,1.5161962934261509e-05,141
360,StatTrak™ P250 | Visions (Field-Tested),0.00015103067392858294,3.0781575008450294e-05,130
361,StatTrak™ P90 | Asiimov (Field-Tested),0.0002483939180719039,1.6294539697298455e-05,119
362,StatTrak™ P90 | Blind Spot (Field-Tested),0.00017772763559024257,1.7354459470233386e-05,185
363,StatTrak™ USP-S | Black Lotus (Factory New),0.00016559577798974241,1.1113832925451692e-05,104
364,StatTrak™ USP-S | Cortex (Factory New),0.000335831531210809,2.2688562667257764e-05,126
365,StatTrak™ USP-S | Monster Mashup (Field-Tested),0.00022172241344753973,1.0407761931126697e-05,117
366,StatTrak™ USP-S | Neo-Noir (Field-Tested),0.0007363792816330513,4.2949836141029615e-05,174
367,StatTrak™ USP-S | Stainless (Minimal Wear),0.00036322959468142597,2.1423478228689594e-05,131
368,Sticker Capsule 2,0.002416101243917843,0.00019595213662342126,1233
369,Sticker | 9z Team (Holo) | Antwerp 2022,4.876335845419573e-05,3.2432838788009404e-05,127
370,Sticker | Astralis (Foil) | Stockholm 2021,4.787217666123021e-05,8.493604396994197e-06,100
371,Sticker | Astralis (Holo) | Cologne 2016,0.0002660223859500171,1.9794548526203653e-05,125
372,Sticker | Astralis (Holo) | Stockholm 2021,9.51222437063958e-05,5.444485995408368e-05,263
373,Sticker | BIG (Holo) | Stockholm 2021,6.265310182260087e-05,3.75925912798333e-05,139
374,Sticker | Cloud9 (Gold) | Antwerp 2022,0.00034584234085472895,0.00014547885257387016,378
375,Sticker | Cloud9 (Holo) | Antwerp 2022,0.0004461121676393403,0.00032559581708197763,432
376,Sticker | Cloud9 (Holo) | Katowice 2019,7.111879738086046e-05,4.988552899830782e-06,100
377,Sticker | Complexity Gaming (Holo) | Antwerp 2022,0.00010423389437635244,7.84577946028272e-05,241
378,Sticker | Copenhagen Flames (Gold) | Antwerp 2022,8.626281192202649e-05,3.389273198411223e-05,208
379,Sticker | Copenhagen Flames (Holo) | Stockholm 2021,0.00035182939605644573,0.0001272880172652256,776
380,Sticker | DickStacy | Berlin 2019,9.022036322728445e-05,9.56330862895344e-06,129
381,Sticker | DickStacy | Katowice 2019,0.00018097125961534632,1.206638372686537e-05,144
382,Sticker | Dragon Lore (Foil),0.0003886719674683757,9.044277655079312e-05,247
383,Sticker | Entropiq (Foil) | Stockholm 2021,0.00024577341578088473,5.1317477078879965e-05,177
384,Sticker | Entropiq (Holo) | Stockholm 2021,0.00016675906189002763,7.648933930294249e-05,450
385,Sticker | Eternal Fire (Gold) | Antwerp 2022,7.233461447227669e-05,2.92745009556248e-05,119
386,Sticker | Eternal Fire (Holo) | Antwerp 2022,7.012339333868152e-05,4.873190260817278e-05,198
387,Sticker | FURIA (Gold) | Antwerp 2022,0.00014132854621406646,4.545267367541502e-05,187
388,Sticker | FURIA (Holo) | Antwerp 2022,0.00024988623438272547,0.00019050691648701544,469
389,Sticker | FURIA (Holo) | Katowice 2019,0.0008683026538463793,7.287410570587178e-05,387
390,Sticker | FURIA (Holo) | Stockholm 2021,0.0003188745903546384,0.00012532089801638033,895
391,Sticker | FaZe Clan (Foil) | Stockholm 2021,5.025081925802609e-05,1.3577871613022398e-05,186
392,Sticker | FaZe Clan (Gold) | Antwerp 2022,9.316685848615273e-05,2.3211052314544476e-05,104
393,Sticker | FaZe Clan (Holo) | Stockholm 2021,6.970938694646712e-05,3.95636128359372e-05,238
394,Sticker | Forge Tier6 (Holo),9.522484974252958e-05,2.173977997978339e-05,112
395,Sticker | G2 Esports (Holo) | Antwerp 2022,7.87088532834203e-05,6.715069517736914e-05,190
396,Sticker | Great Wave (Foil),0.00011771610904605637,2.2527515174891614e-05,142
397,Sticker | Great Wave (Holo),9.119236089570886e-05,1.9144465323628738e-05,136
398,Sticker | Imperial Esports (Gold) | Antwerp 2022,0.00022421497550453536,6.0688355754131976e-05,169
399,Sticker | Imperial Esports (Holo) | Antwerp 2022,0.00010590527836079647,4.775439866242518e-05,221
400,Sticker | Infinite Diamond (Holo),0.00011873988304676551,1.09249219124777e-05,103
401,Sticker | Liquid Fire (Holo),0.0003570692840340385,7.418637474479406e-05,370
402,Sticker | MOUZ (Holo) | Stockholm 2021,0.0007001152636226255,0.0005110203485152153,258
403,Sticker | Miami Tier6 (Holo),0.0002493385837564776,7.36327134440434e-05,120
404,Sticker | Movistar Riders (Holo) | Stockholm 2021,0.000156973465382847,0.00010886944498028105,184
405,Sticker | Natus Vincere (Gold) | Antwerp 2022,9.820908626170532e-05,2.320231117705726e-05,111
406,Sticker | Natus Vincere (Gold) | Stockholm 2021,0.0001602307371186516,2.1903808948075484e-05,120
407,Sticker | Natus Vincere (Holo) | Antwerp 2022,0.0001438064352997955,8.328552259985707e-05,500
408,Sticker | NiKo (Holo) | Stockholm 2021,0.00011393648462305336,6.0789509512629e-05,251
409,Sticker | Outsiders (Holo) | Antwerp 2022,8.504766466077221e-05,4.4844242326916745e-05,245
410,Sticker | Stupid Banana (Foil),0.0003797511174468961,0.00015826710038912772,101
411,Sticker | TYLOO (Gold) | 2020 RMR,0.00017289108345723298,5.245006200316267e-05,242
412,Sticker | Team Liquid (Holo) | Antwerp 2022,0.00010651444563406038,7.634481250466408e-05,297
413,Sticker | Team Spirit (Holo) | Katowice 2019,0.00010606588234108646,1.5165432886224303e-05,175
414,Sticker | Titan | Cluj-Napoca 2015,0.0002813377328987119,1.6181425730923693e-05,126
415,Sticker | Titan | Cologne 2014,0.00038083922150868217,2.5243510970122285e-05,116
416,Sticker | Titan | Cologne 2015,0.0004074590328321023,3.234507756952037e-05,133
417,Sticker | Titan | Katowice 2015,0.0013016136391108867,6.119164301500767e-05,209
418,Sticker | Toxic Flow (Holo),6.67334584658774e-05,1.1390382646819982e-05,102
419,Sticker | Tyloo (Foil) | Stockholm 2021,7.348098472959142e-05,3.399893260367234e-05,138
420,Sticker | Tyloo (Holo) | Stockholm 2021,0.00017727449800931366,0.00013323440244693895,405
421,Sticker | Virtus.Pro (Foil) | Stockholm 2021,8.379950246732299e-05,1.5461899364045866e-05,178
422,Sticker | Virtus.Pro (Holo) | Stockholm 2021,0.0002232200668227365,0.00012245108368283912,400
423,Sticker | Vitality (Holo) | Stockholm 2021,0.00012123792588124322,8.031280973676734e-05,697
424,Sticker | Watermelon Strafe (Holo),5.3223382498781524e-05,1.3238229386109602e-05,100
425,Sticker | ZywOo (Foil) | Katowice 2019,0.00013444355972259888,2.007133033157335e-05,102
426,Sticker | m0NESY (Holo) | Antwerp 2022,0.00027057836454207984,0.00020095136904283524,170
427,Sticker | max (Holo) | Antwerp 2022,8.051988035973423e-05,7.838326826275725e-05,111
428,Sticker | paiN Gaming (Holo) | Stockholm 2021,0.00011523556301264668,7.632493756126002e-05,161
429,Sticker | ropz (Holo) | Antwerp 2022,7.255668547918078e-05,2.6022758244116423e-05,109
430,Sticker | s1mple (Foil) | Katowice 2019,0.00016571892782348726,2.3267552931824946e-05,187
431,Sticker | s1mple (Gold) | Berlin 2019,0.0009958396341388743,8.607304321224952e-05,163
432,Sticker | s1mple (Gold) | Stockholm 2021,0.000518090039946711,7.146208798274083e-05,167
433,Tec-9 | Decimator (Minimal Wear),0.000187962171032279,6.6750879132040625e-06,111
434,Tec-9 | Fuel Injector (Factory New),0.00013400655086744136,5.507885644421935e-06,109
435,UMP-45 | Blaze (Factory New),0.000516241313011244,3.586896602435485e-05,343
436,USP-S | Ancient Visions (Factory New),0.00037724860952634477,2.279671433540648e-05,105
437,USP-S | Blueprint (Factory New),0.0005025061896677908,2.8518956696549415e-05,155
438,USP-S | Caiman (Factory New),0.00038179701555209636,8.334916586264442e-05,108
439,USP-S | Dark Water (Minimal Wear),0.0007908962814874093,6.749055255244273e-05,117
440,USP-S | Kill Confirmed (Battle-Scarred),0.0007974600520161761,3.5832630644757226e-05,213
441,USP-S | Kill Confirmed (Factory New),0.00216487637818513,0.0001179083434343948,135
442,USP-S | Kill Confirmed (Field-Tested),0.0029367818622726195,0.00018386179571390845,565
443,USP-S | Kill Confirmed (Minimal Wear),0.0009053015274704338,5.775467403749825e-05,116
444,USP-S | Kill Confirmed (Well-Worn),0.00040384877381647905,2.093097247967693e-05,100
445,USP-S | Monster Mashup (Factory New),0.0005403889651212241,3.592676933448781e-05,172
446,USP-S | Monster Mashup (Field-Tested),0.00035108550682996266,2.0191690830916422e-05,252
447,USP-S | Monster Mashup (Minimal Wear),0.0006621218507455272,3.615231064288756e-05,321
448,USP-S | Neo-Noir (Factory New),0.0012065042985047922,6.230503110878073e-05,272
449,USP-S | Neo-Noir (Minimal Wear),0.0009390305317085681,4.7791457351615174e-05,358
450,USP-S | Orange Anolis (Factory New),0.00034682849414548,3.75204297263512e-05,112
451,USP-S | Orion (Factory New),0.0022140036678728854,9.500249063368683e-05,430
452,USP-S | Orion (Field-Tested),0.0003825035366110214,1.567195776559685e-05,102
453,USP-S | Orion (Minimal Wear),0.0016053741272842165,6.027161101656532e-05,385
454,USP-S | Overgrowth (Field-Tested),0.00043150026389465556,2.554530496871717e-05,183
455,USP-S | Overgrowth (Minimal Wear),0.0002683280314445148,1.0237071389043377e-05,101
456,USP-S | Pathfinder (Factory New),0.00018859113266113072,8.53769049853415e-06,131
457,USP-S | Printstream (Battle-Scarred),0.0010330424201650114,0.0001519733212799265,172
458,USP-S | Printstream (Field-Tested),0.003021233465822813,0.000482387946297839,342
459,USP-S | Printstream (Minimal Wear),0.0034085134620552957,0.0005565296045981817,250
460,USP-S | Purple DDPAT (Factory New),7.589250330891353e-05,5.506960481450587e-06,127
461,USP-S | Serum (Factory New),0.0009142136286806582,5.5895618467467424e-05,155
462,USP-S | Stainless (Factory New),0.0003926231023060746,1.7190386937589442e-05,215
463,USP-S | Target Acquired (Factory New),0.002098859715978761,8.834736912106625e-05,155
464,USP-S | The Traitor (Factory New),0.0008101576856100359,5.9378705249458055e-05,139
465,USP-S | The Traitor (Minimal Wear),0.000820597505537384,5.4806740379188686e-05,320
466,USP-S | Whiteout (Field-Tested),0.00024277799756784185,2.167571100967477e-05,440
467,USP-S | Whiteout (Minimal Wear),0.0009305276878096727,3.906480836272941e-05,623
468,Vypa Sista of the Revolution | Guerrilla Warfare,0.00045598201519941596,3.4875822987777015e-05,361
469,★ Driver Gloves | Black Tie (Battle-Scarred),0.0015609083914148905,7.919984262282834e-05,119
470,★ Driver Gloves | Black Tie (Field-Tested),0.004051647576000388,0.0002037456240852064,142
471,★ Driver Gloves | Imperial Plaid (Field-Tested),0.007944115230799298,0.0003038648419477113,221
472,★ Driver Gloves | King Snake (Field-Tested),0.00862639129953379,0.00030886680114084044,143
473,★ Driver Gloves | Overtake (Field-Tested),0.0018811747523312737,0.00010936942129816152,164
474,★ Driver Gloves | Queen Jaguar (Field-Tested),0.0011317186674189687,5.344844189592117e-05,106
475,★ Driver Gloves | Racing Green (Field-Tested),0.001022128393744822,6.168938459934374e-05,197
476,★ Driver Gloves | Rezan the Red (Field-Tested),0.0028943247639101276,0.00018013144523423456,296
477,★ Driver Gloves | Snow Leopard (Field-Tested),0.011761389648273666,0.0005950140545966476,136
478,★ Falchion Knife | Doppler (Factory New),0.005817409380869002,0.0002328232442500433,217
479,★ Falchion Knife | Gamma Doppler (Factory New),0.0032711358023111183,9.032448080637561e-05,120
480,★ Falchion Knife | Marble Fade (Factory New),0.0035630727992341,0.00011530951009133548,139
481,★ Falchion Knife | Rust Coat (Battle-Scarred),0.0009731933952047965,4.5380260891466446e-05,101
482,★ Flip Knife | Doppler (Factory New),0.009604422325772648,0.0010811332537279416,315
483,★ Flip Knife | Gamma Doppler (Factory New),0.004980446300445275,0.00022408105712123897,110
484,★ Flip Knife | Rust Coat (Battle-Scarred),0.0017032004525752492,0.00016510647615929197,107
485,★ Flip Knife | Tiger Tooth (Factory New),0.004029987007505342,0.0003277041795928187,110
486,★ Gut Knife | Doppler (Factory New),0.006218765298796094,0.0002456834453403779,469
487,★ Gut Knife | Gamma Doppler (Factory New),0.002138941663978913,0.00010324240082551433,131
488,★ Gut Knife | Marble Fade (Factory New),0.0016132892321052707,6.812558291965345e-05,108
489,★ Hand Wraps | Constrictor (Field-Tested),0.0011533304856231079,7.388317540290867e-05,140
490,★ Hand Wraps | Desert Shamagh (Field-Tested),0.001504592710446673,8.540666091212478e-05,189
491,★ Hand Wraps | Duct Tape (Field-Tested),0.0011442727061854482,6.242908898678064e-05,154
492,★ Hand Wraps | Giraffe (Field-Tested),0.0017547620957639378,9.51656566499059e-05,130
493,★ Hand Wraps | Overprint (Field-Tested),0.0033328701099738017,0.00014865766536372019,104
494,★ Huntsman Knife | Doppler (Factory New),0.004192590620983258,0.0001487646216073147,156
495,★ Huntsman Knife | Gamma Doppler (Factory New),0.005237720230020335,0.00015759782463804233,186
496,★ Huntsman Knife | Marble Fade (Factory New),0.004461971105518993,0.00013999968781351423,159
497,★ Huntsman Knife | Rust Coat (Battle-Scarred),0.0010869954854210587,4.3976835231629126e-05,107
498,★ Hydra Gloves | Case Hardened (Field-Tested),0.0013274156262674782,7.584435762441793e-05,152
499,★ Hydra Gloves | Emerald (Field-Tested),0.0016612753079461523,9.425585834099536e-05,241
500,★ Hydra Gloves | Mangrove (Field-Tested),0.001072991031372642,6.447124419923081e-05,189
501,★ Hydra Gloves | Rattler (Field-Tested),0.0008944105061096523,5.6148538070633e-05,152
502,★ Karambit | Doppler (Factory New),0.03958686844661737,0.0014858680663868318,387
503,★ Karambit | Gamma Doppler (Factory New),0.014462399147504601,0.0006785845402381531,117
504,★ Karambit | Marble Fade (Factory New),0.016100928390300192,0.0007037562778614545,110
505,★ Karambit | Tiger Tooth (Factory New),0.01318656466304803,0.0006672073877288532,113
506,★ M9 Bayonet | Doppler (Factory New),0.01422796936854652,0.0006891310240424296,172
507,★ M9 Bayonet | Fade (Factory New),0.02734260821276372,0.0021036322057594262,174
508,★ Moto Gloves | 3rd Commando Company (Field-Tested),0.0019572036395040303,0.000129643380363304,218
509,★ Moto Gloves | Blood Pressure (Field-Tested),0.002082303384638013,0.00012034655252316203,101
510,★ Moto Gloves | Finish Line (Field-Tested),0.003751854684524195,0.00027856150789261114,155
511,★ Moto Gloves | Polygon (Field-Tested),0.004263105213001985,0.0002450039929365968,180
512,★ Moto Gloves | Transport (Field-Tested),0.0020604922824429316,0.00010163481262455095,214
513,★ Moto Gloves | Turtle (Field-Tested),0.0037436579367587453,0.00021947426357472503,179
514,★ Navaja Knife,0.0011239179846353222,0.00022100606272238714,133
515,★ Navaja Knife | Doppler (Factory New),0.0033544538816196023,0.00034318847734087133,236
516,★ Navaja Knife | Marble Fade (Factory New),0.0020307891894227772,0.0002487102564308403,147
517,★ Navaja Knife | Rust Coat (Battle-Scarred),0.001391357685499943,0.00010840030781685071,188
518,★ Navaja Knife | Tiger Tooth (Factory New),0.0016341968561563987,0.00017799743283498508,139
519,★ Navaja Knife | Ultraviolet (Field-Tested),0.0007760654665788558,4.770140050392901e-05,100
520,★ Nomad Knife | Fade (Factory New),0.014197513192772349,0.000915624685992884,131
521,★ Shadow Daggers | Doppler (Factory New),0.004353663794153956,0.00021519059462494607,268
522,★ Shadow Daggers | Fade (Factory New),0.0023666097546344673,0.00017598662845074266,103
523,★ Shadow Daggers | Gamma Doppler (Factory New),0.0017183905085634361,7.066872432071595e-05,108
524,★ Shadow Daggers | Rust Coat (Battle-Scarred),0.000975137512762709,4.961118247338821e-05,129
525,★ Shadow Daggers | Tiger Tooth (Factory New),0.001741179079455307,9.611217816056332e-05,132
526,★ Specialist Gloves | Buckshot (Field-Tested),0.0011190643513007193,4.29553762447965e-05,138
527,★ Specialist Gloves | Crimson Web (Field-Tested),0.0064837702881705055,0.00022770212728354594,209
528,★ Specialist Gloves | Fade (Field-Tested),0.00915902469180431,0.0007117254409573204,230
529,★ Specialist Gloves | Field Agent (Field-Tested),0.005254915026861804,0.00030063302560451164,111
530,★ Specialist Gloves | Marble Fade (Field-Tested),0.008617889220293912,0.0007415079548367366,225
531,★ Specialist Gloves | Mogul (Field-Tested),0.00383537233915702,0.00018014056659246443,140
532,★ Specialist Gloves | Tiger Strike (Field-Tested),0.00996175467612658,0.000467484870288504,129
533,★ Sport Gloves | Amphibious (Field-Tested),0.011382097107218445,0.0003616592939237439,109
534,★ Sport Gloves | Big Game (Field-Tested),0.0076397503530136,0.0002834823297751864,186
535,★ Sport Gloves | Bronze Morph (Field-Tested),0.0029078817955048705,0.00012952698822774218,156
536,★ Sport Gloves | Nocts (Field-Tested),0.0047956655476918885,0.00022221593717963538,131
537,★ Sport Gloves | Scarlet Shamagh (Field-Tested),0.00652767160830347,0.0003502937931586991,184
538,★ Sport Gloves | Slingshot (Field-Tested),0.011313897952671789,0.0004491844628940709,123
539,★ Stiletto Knife,0.004144632696975527,0.00044960070504207364,102
540,★ Stiletto Knife | Doppler (Factory New),0.00797329263370622,0.00046219405658549093,161
541,★ Stiletto Knife | Rust Coat (Battle-Scarred),0.00347326896626638,0.00037414547975464686,181
542,★ Talon Knife | Doppler (Factory New),0.02416851333014385,0.0006669006411413008,313
543,★ Talon Knife | Marble Fade (Factory New),0.011484653221999992,0.0003065491523069112,123
544,★ Talon Knife | Tiger Tooth (Factory New),0.007697560314115888,0.00019531742221914913,111
545,★ Talon Knife | Ultraviolet (Field-Tested),0.003353985120987838,9.785548965356846e-05,100
546,★ Ursus Knife | Doppler (Factory New),0.011082041286413524,0.00045318966746345793,298
547,★ Ursus Knife | Marble Fade (Factory New),0.004720692227485073,0.00014481467631653159,115
548,★ Ursus Knife | Rust Coat (Battle-Scarred),0.0013876870148817218,7.87027134100003e-05,109
549,★ Ursus Knife | Tiger Tooth (Factory New),0.005007891109416403,0.00021072968099179667,148
